Title,Data ID,PDF Page Number,count,CSV Download URL,PDF Download URL,Download folder name
Table 5.9.1 Project Activity – Environmental Effects Interaction Matrix for Land and Resource Use,408937,425,3,http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_425_1.csv; http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_425_2.csv; http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_425_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/408937,brnswck
Table 5.9.3 Environmental Effects Assessment Matrix for Land and Resource Use,408937,436,3,http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_436_1.csv; http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_436_2.csv; http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_436_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/408937,brnswck
Table 5.9.4 Environmental Effects Assessment Matrix for Land and Resource Use,408937,438,2,http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_438_1.csv; http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_438_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/408937,brnswck
Table 5.9.4 Environmental Effects Assessment Matrix for Land and Resource Use,408937,439,2,http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_439_1.csv; http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_439_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/408937,brnswck
Table 5.9.4 Environmental Effects Assessment Matrix for Land and Resource Use,408937,440,3,http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_440_1.csv; http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_440_2.csv; http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_440_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/408937,brnswck
Table 5.9.5 Residual Environmental Effects Summary Matrix for Land and Resource Use,408937,444,3,http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_444_1.csv; http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_444_2.csv; http://www.cer-rec.gc.ca/esa-ees/brnswck/408937_444_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/408937,brnswck
Table 50-2 Chronic Inhalation Exposure Limits for Propylene,2393094,279,2,http://www.cer-rec.gc.ca/esa-ees/tmx/2393094_279_1.csv; http://www.cer-rec.gc.ca/esa-ees/tmx/2393094_279_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2393094,tmx
Table 53-3 Chronic Oral Exposure Limits for Strontium,2393094,291,2,http://www.cer-rec.gc.ca/esa-ees/tmx/2393094_291_1.csv; http://www.cer-rec.gc.ca/esa-ees/tmx/2393094_291_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2393094,tmx
Table 6-10: Predicted Residual Project Effects Description and Importance for Vegetation,702747,37,3,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_37_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_37_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_37_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-13: Potential Project and Water Quality and Quantity Issues, Recommended Mitigation and Predicted Residual Effects of Pipeline Construction and Operation",702747,42,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_42_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_42_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-13: Potential Project and Water Quality and Quantity Issues, Recommended Mitigation and Predicted Residual Effects of Pipeline Construction and Operation",702747,44,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_44_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_44_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-14 Sound Attenuation from Proposed Project Pump Stations PS-18 with Distance Including Background Sound,444844,31,2,http://www.cer-rec.gc.ca/esa-ees/kystn/444844_31_1.csv; http://www.cer-rec.gc.ca/esa-ees/kystn/444844_31_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/444844,kystn
"Table 6-16: Potential Fish and Fish Habitat Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,51,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_51_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_51_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-20: Potential Wetlands Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,59,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_59_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_59_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-20: Potential Wetlands Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,61,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_61_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_61_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-21: Loss or Alteration of Wetlands Ecological Land Classification Units due to Clearing Activities,702747,66,4,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_66_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_66_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_66_3.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_66_4.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-25: Predicted Residual Project Effects Description and Importance for Wildlife and Wildlife Habitat,702747,83,9,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_83_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_83_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_83_3.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_83_4.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_83_5.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_83_6.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_83_7.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_83_8.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_83_9.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-26: Potential Air Quality Issues, Recommended Mitigation and Predicted Residual Effects of Pipeline Construction and Operation",702747,96,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_96_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_96_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-32: Potential Acoustic Environment Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,102,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_102_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_102_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-33: Potential Human Occupancy and Land and Resource Issues, Recommended Mitigation and Predicted Residual Effects of Pipeline Construction and Operation",702747,105,3,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_105_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_105_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_105_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-34: Predicted Residual Project Effects Description and Importance of Effects to Human Occupancy and Land and Resource Use,702747,111,3,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_111_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_111_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_111_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-35: Potential Historic Resource Issues, Recommended Mitigation and Predicted Residual Effects of Pipeline Construction and Operation",702747,115,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_115_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_115_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-36: Potential Traditional Land and Resource Use Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,117,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_117_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_117_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-36: Potential Traditional Land and Resource Use Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,118,3,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_118_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_118_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_118_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-38: Potential Social and Cultural Well-being Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,129,3,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_129_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_129_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_129_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-39: Predicted Residual Project Effects Description and Importance of Effects to Social and Cultural Well-being,702747,130,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_130_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_130_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-40: Potential Human Health Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,133,3,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_133_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_133_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_133_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-42: Potential Infrastructure and Services Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,138,6,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_138_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_138_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_138_3.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_138_4.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_138_5.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_138_6.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-43: Predicted Residual Project Effects Description and Importance for Infrastructure and Services,702747,140,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_140_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_140_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-44: Potential Employment and Economy Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,143,3,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_143_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_143_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_143_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-46: Potential Accidents, Malfunctions and Contingencies Issues, Recommended Mitigation and Predicted Residual Effects of Pipeline Construction and Operation",702747,146,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_146_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_146_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-48: Predicted Project Effects and Environmental Significance,702747,150,4,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_150_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_150_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_150_3.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_150_4.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-48: Predicted Project Effects and Environmental Significance,702747,151,3,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_151_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_151_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_151_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-48: Predicted Project Effects and Environmental Significance,702747,152,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_152_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_152_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-48: Predicted Project Effects and Environmental Significance,702747,153,4,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_153_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_153_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_153_3.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_153_4.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-48: Predicted Project Effects and Environmental Significance,702747,154,5,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_154_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_154_2.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_154_3.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_154_4.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_154_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-48: Predicted Project Effects and Environmental Significance,702747,155,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_155_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_155_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-4: Potential Terrain and Soil Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,21,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_21_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_21_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-4: Potential Terrain and Soil Issues, Recommended Mitigation, and Predicted Residual Effects of Pipeline Construction and Operation",702747,22,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_22_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_22_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-7: Loss or Alteration of Ecological Land Classification (ELC) Units due to Clearing Activities,702747,31,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_31_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_31_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-7: Loss or Alteration of Ecological Land Classification (ELC) Units due to Clearing Activities,702747,32,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_32_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_32_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-8: Potential Vegetation Issues, Recommended Mitigation and Predicted Residual Effects of Pipeline Construction and Operation",702747,33,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_33_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_33_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
"Table 6-8: Potential Vegetation Issues, Recommended Mitigation and Predicted Residual Effects of Pipeline Construction and Operation",702747,35,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_35_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_35_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6-9: Magnitude(a) Definitions for the Vegetation Component Valued Component Low Moderate High,702747,36,2,http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_36_1.csv; http://www.cer-rec.gc.ca/esa-ees/lsmrkttlrvrcrssvr/702747_36_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/702747,lsmrkttlrvrcrssvr
Table 6.1-3: Predicted Residual Project Effects Description and Importance for Soil and Soil Productivity,2541470,371,3,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_371_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_371_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_371_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.10-1: Potential Acoustic Environment Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,94,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_94_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_94_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
Table 6.10-2: Predicted Residual Project Effects Description and Importance for Acoustic Environment,2445655,95,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_95_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_95_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_95_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.10-4: Potential Acoustic Environment Effects, Mitigation and Predicted Residual Effects",2541470,509,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_509_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_509_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.10-4: Potential Acoustic Environment Effects, Mitigation and Predicted Residual Effects",2541470,510,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_510_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_510_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.10-6: Predicted Residual Project Effects Description and Importance for Acoustic Environment,2541470,512,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_512_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_512_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.11-1: Potential Effects on Human Occupancy and Land and Resource Use, Mitigation and Predicted Residual Effects",2541470,523,5,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_523_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_523_2.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_523_3.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_523_4.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_523_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.11-1: Potential Effects on Human Occupancy and Land and Resource Use, Mitigation and Predicted Residual Effects",2541470,524,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_524_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_524_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.11-1: Potential Effects on Human Occupancy and Land and Resource Use, Mitigation and Predicted Residual Effects",2541470,525,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_525_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_525_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.11-1: Potential Effects on Human Occupancy and Land and Resource Use, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,101,5,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_101_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_101_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_101_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_101_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_101_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.11-1: Potential Effects on Human Occupancy and Land and Resource Use, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,102,5,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_102_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_102_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_102_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_102_4.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_102_5.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.12-1: Potential Effects on Historic Resources, Mitigation, and Predicted Residual Effects",2445655,107,2,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_107_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_107_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.12-1: Potential Heritage Resource Effects, Mitigation and Predicted Residual Effects",2541470,529,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_529_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_529_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
"Table 6.13-1: Potential Archaeological Resource Effects, Mitigation and Predicted Residual Effects",2541470,534,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_534_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_534_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
Table 6.13-2: Predicted Residual Project Effects Description and Importance for Traditional Land and Resource Use,2445655,116,4,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_116_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_116_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_116_3.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_116_4.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.14-1: Potential Heritage Resource Effects, Mitigation, and Predicted Residual Effects Key Indicator / Interaction",2813816,209,2,http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_209_1.csv; http://www.cer-rec.gc.ca/esa-ees/twrbrch/2813816_209_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2813816,twrbrch
"Table 6.14-1: Potential Quality of Life Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,122,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_122_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_122_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_122_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.14-1: Potential Quality of Life Effects, Mitigation, and Predicted Residual Effects Key Indicator /",2445655,123,3,http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_123_1.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_123_2.csv; http://www.cer-rec.gc.ca/esa-ees/wlvrnrvrltrlllp/2445655_123_3.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445655,wlvrnrvrltrlllp
"Table 6.14-2: Potential Effects on Navigation and Navigation Safety, Mitigation and Predicted Residual Effects",2541470,539,2,http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_539_1.csv; http://www.cer-rec.gc.ca/esa-ees/strnmnln/2541470_539_2.csv,https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2541470,strnmnln
